IP_Address	Date_Time	Request_Method	Requested_Resource	Status_Code	Bytes_Sent
218.145.224.175	06/Nov/2019:00:00:25	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
218.145.224.175	06/Nov/2019:00:00:25	GET	/assets/js/index.js?v=6ea3fea03b	200	651
218.145.224.175	06/Nov/2019:00:00:26	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
218.145.224.175	06/Nov/2019:00:00:26	GET	/favicon.ico	200	91
199.249.230.67	06/Nov/2019:00:02:03	HEAD	/	301	0
18.27.197.252	06/Nov/2019:00:02:06	GET	/	301	184
18.27.197.252	06/Nov/2019:00:02:09	GET	/	200	3835
18.27.197.252	06/Nov/2019:00:02:10	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
18.27.197.252	06/Nov/2019:00:02:12	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
18.27.197.252	06/Nov/2019:00:02:12	GET	/assets/js/index.js?v=6ea3fea03b	200	651
18.27.197.252	06/Nov/2019:00:02:12	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
18.27.197.252	06/Nov/2019:00:02:13	GET	/assets/fonts/casper-icons.eot?v=1	200	1657
66.249.75.38	06/Nov/2019:00:03:37	GET	/2018/01/31/prepare-for-employment-as-developer/amp/	304	0
66.249.75.38	06/Nov/2019:00:04:02	GET	/2018/01/31/prepare-for-employment-as-developer/amp/	304	0
66.249.75.38	06/Nov/2019:00:04:57	GET	/2017/07/09/ssh-login-using-key-file/amp/	200	6754
166.125.253.10	06/Nov/2019:00:06:32	GET	/2017/07/10/linux-command-5-sed/	200	5529
166.125.253.10	06/Nov/2019:00:06:33	GET	/assets/fonts/casper-icons.eot?v=1	200	1657
166.125.253.10	06/Nov/2019:00:06:34	GET	/favicon.ico	200	91
66.249.75.42	06/Nov/2019:00:07:48	GET	/	200	3835
66.249.75.38	06/Nov/2019:00:08:39	GET	/2017/07/09/linux-command-1-grep-less-head-tail/amp/	304	0
198.108.67.80	06/Nov/2019:00:15:36	\x16\x03\x01\x00y\x01\x00\x00u\x03\x03\xF0\x17\xD8c\x80a`\x05W\xBA4\xF5n0w\x19\xB0\xF2\xA30\x9E\xB9;+n\x83\xA5\xBF	400	-	-
121.126.244.129	06/Nov/2019:00:16:10	GET	/2019/03/19/revert-commits-in-remote-repository/	200	6401
121.126.244.129	06/Nov/2019:00:16:10	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
121.126.244.129	06/Nov/2019:00:16:10	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
121.126.244.129	06/Nov/2019:00:16:10	GET	/assets/js/index.js?v=6ea3fea03b	200	651
121.126.244.129	06/Nov/2019:00:16:11	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
121.126.244.129	06/Nov/2019:00:16:12	GET	/favicon.ico	200	91
121.172.26.250	06/Nov/2019:00:17:01	GET	/2017/07/10/shell-script-basic-2/	200	4628
121.172.26.250	06/Nov/2019:00:17:01	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
121.172.26.250	06/Nov/2019:00:17:01	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
121.172.26.250	06/Nov/2019:00:17:01	GET	/assets/js/index.js?v=6ea3fea03b	200	651
121.172.26.250	06/Nov/2019:00:17:01	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
121.172.26.250	06/Nov/2019:00:17:04	GET	/favicon.ico	200	91
40.77.167.50	06/Nov/2019:00:17:18	GET	/2016/10/07/semaphore-mutex/	200	3923
106.251.233.178	06/Nov/2019:00:17:19	GET	/2019/03/19/revert-commits-in-remote-repository/	200	6401
106.251.233.178	06/Nov/2019:00:17:19	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
106.251.233.178	06/Nov/2019:00:17:19	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
106.251.233.178	06/Nov/2019:00:17:19	GET	/assets/js/index.js?v=6ea3fea03b	200	651
106.251.233.178	06/Nov/2019:00:17:20	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
106.251.233.178	06/Nov/2019:00:17:22	GET	/favicon.ico	200	91
66.249.75.40	06/Nov/2019:00:18:15	GET	/2017/07/09/linux-command-1-grep-less-head-tail/amp/	304	0
66.249.75.38	06/Nov/2019:00:18:42	GET	/2017/07/09/linux-command-1-grep-less-head-tail/amp/	304	0
66.249.75.40	06/Nov/2019:00:19:52	GET	/robots.txt	200	72
66.249.75.38	06/Nov/2019:00:19:52	GET	/2017/07/09/linux-command-1-grep-less-head-tail/amp/	304	0
44.224.22.196	06/Nov/2019:00:21:06	GET	http://example.com/	400	270
44.224.22.196	06/Nov/2019:00:21:06	GET	http://169.254.169.254/	400	270
44.224.22.196	06/Nov/2019:00:21:06	GET	http://::ffff:a9fe:a9fe/	400	270
44.224.22.196	06/Nov/2019:00:21:07	GET	http://169.254.169.254/latest/dynamic/instance-identity/document	400	270
44.224.22.196	06/Nov/2019:00:21:07	GET	http://::ffff:a9fe:a9fe/latest/dynamic/instance-identity/document	400	270
44.224.22.196	06/Nov/2019:00:21:07	GET	/	400	270
44.224.22.196	06/Nov/2019:00:21:07	GET	/	400	270
44.224.22.196	06/Nov/2019:00:21:08	GET	/	400	270
44.224.22.196	06/Nov/2019:00:21:08	GET	/latest/dynamic/instance-identity/document	400	270
44.224.22.196	06/Nov/2019:00:21:08	GET	/latest/dynamic/instance-identity/document	400	270
44.224.22.196	06/Nov/2019:00:21:08	CONNECT	52.78.151.36:443	400	172
44.224.22.196	06/Nov/2019:00:21:09	CONNECT	52.78.151.36:443	400	172
44.224.22.196	06/Nov/2019:00:21:09	CONNECT	52.78.151.36:443	400	172
44.224.22.196	06/Nov/2019:00:21:09	CONNECT	52.78.151.36:443	400	172
44.224.22.196	06/Nov/2019:00:21:09	CONNECT	52.78.151.36:443	400	172
44.224.22.196	06/Nov/2019:00:21:10	GET	/	200	3835
44.224.22.196	06/Nov/2019:00:21:10	GET	/	200	3835
44.224.22.196	06/Nov/2019:00:21:11	GET	/	200	3835
44.224.22.196	06/Nov/2019:00:21:11	GET	/latest/dynamic/instance-identity/document	301	5
44.224.22.196	06/Nov/2019:00:21:12	GET	/latest/dynamic/instance-identity/document	301	5
211.63.24.123	06/Nov/2019:00:21:19	GET	/2016/11/13/conrtrol-container-startup-order-in-compose/	304	0
221.133.55.100	06/Nov/2019:00:22:42	GET	/2018/02/27/caching-using-redis-on-django/	200	7060
221.133.55.100	06/Nov/2019:00:22:43	GET	/favicon.ico	200	91
211.200.178.141	06/Nov/2019:00:26:11	GET	/2017/07/09/linux-command-4-cut-sort-uniq-wc/	200	5374
211.200.178.141	06/Nov/2019:00:26:11	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
211.200.178.141	06/Nov/2019:00:26:11	GET	/assets/js/index.js?v=6ea3fea03b	200	651
211.200.178.141	06/Nov/2019:00:26:11	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
211.200.178.141	06/Nov/2019:00:26:11	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
211.200.178.141	06/Nov/2019:00:26:12	GET	/favicon.ico	200	91
61.73.76.193	06/Nov/2019:00:29:23	GET	/favicon.ico	200	91
27.117.167.4	06/Nov/2019:00:34:41	GET	/2019/03/19/revert-commits-in-remote-repository/	200	6401
27.117.167.4	06/Nov/2019:00:34:41	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
27.117.167.4	06/Nov/2019:00:34:41	GET	/assets/js/index.js?v=6ea3fea03b	200	651
27.117.167.4	06/Nov/2019:00:34:41	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
27.117.167.4	06/Nov/2019:00:34:41	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
27.117.167.4	06/Nov/2019:00:34:43	GET	/favicon.ico	200	91
211.104.171.214	06/Nov/2019:00:35:35	GET	/2017/11/07/docker-mysql-replicaiton/	200	6939
211.104.171.214	06/Nov/2019:00:35:35	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
211.104.171.214	06/Nov/2019:00:35:36	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
211.104.171.214	06/Nov/2019:00:35:36	GET	/assets/js/index.js?v=6ea3fea03b	200	651
211.104.171.214	06/Nov/2019:00:35:36	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
211.104.171.214	06/Nov/2019:00:35:40	GET	/favicon.ico	200	91
205.185.127.36	06/Nov/2019:00:40:31	GET	/script	400	172
221.144.86.228	06/Nov/2019:00:40:46	GET	/2017/07/09/linux-command-4-cut-sort-uniq-wc/	200	5374
221.144.86.228	06/Nov/2019:00:40:46	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
221.144.86.228	06/Nov/2019:00:40:46	GET	/assets/js/index.js?v=6ea3fea03b	200	651
221.144.86.228	06/Nov/2019:00:40:46	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
221.144.86.228	06/Nov/2019:00:40:46	GET	/assets/fonts/casper-icons.eot?v=1	200	1657
221.144.86.228	06/Nov/2019:00:40:48	GET	/favicon.ico	200	91
66.249.75.42	06/Nov/2019:00:40:52	GET	/2016/12/13/could-not-connect-to-server-connection-refused-when-remote-access-to-postgresql/amp/	304	0
27.122.242.71	06/Nov/2019:00:40:53	GET	/2017/07/10/shell-script-basic-3/	200	4850
27.122.242.71	06/Nov/2019:00:40:53	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
27.122.242.71	06/Nov/2019:00:40:53	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
27.122.242.71	06/Nov/2019:00:40:53	GET	/assets/js/index.js?v=6ea3fea03b	200	651
27.122.242.71	06/Nov/2019:00:40:54	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
27.122.242.71	06/Nov/2019:00:40:56	GET	/favicon.ico	200	91
118.37.70.240	06/Nov/2019:00:41:35	GET	/2017/07/10/shell-script-basic-5/	200	5014
118.37.70.240	06/Nov/2019:00:41:35	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
118.37.70.240	06/Nov/2019:00:41:35	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
118.37.70.240	06/Nov/2019:00:41:35	GET	/assets/js/index.js?v=6ea3fea03b	200	651
118.37.70.240	06/Nov/2019:00:41:35	GET	/assets/fonts/casper-icons.eot?v=1	200	1657
118.37.70.240	06/Nov/2019:00:41:37	GET	/favicon.ico	200	91
66.249.75.38	06/Nov/2019:00:42:58	GET	/2016/12/13/could-not-connect-to-server-connection-refused-when-remote-access-to-postgresql/amp/	304	0
198.108.66.192	06/Nov/2019:00:44:18	GET	/	200	3835
221.133.55.100	06/Nov/2019:00:44:22	GET	/2018/02/27/caching-using-redis-on-django/	304	0
13.112.99.21	06/Nov/2019:00:44:28	GET	/favicon.ico	200	91
211.244.71.74	06/Nov/2019:00:44:57	GET	/2019/03/19/revert-commits-in-remote-repository/	200	6401
211.244.71.74	06/Nov/2019:00:44:57	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
211.244.71.74	06/Nov/2019:00:44:57	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
211.244.71.74	06/Nov/2019:00:44:57	GET	/assets/js/index.js?v=6ea3fea03b	200	651
211.244.71.74	06/Nov/2019:00:44:57	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
211.244.71.74	06/Nov/2019:00:44:59	GET	/favicon.ico	200	91
221.155.97.69	06/Nov/2019:00:45:47	GET	/2016/11/22/limit-pagination-page-numbers-range/	200	5390
221.155.97.69	06/Nov/2019:00:45:47	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
221.155.97.69	06/Nov/2019:00:45:47	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
221.155.97.69	06/Nov/2019:00:45:47	GET	/assets/js/index.js?v=6ea3fea03b	200	651
221.155.97.69	06/Nov/2019:00:45:48	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
221.155.97.69	06/Nov/2019:00:45:50	GET	/favicon.ico	200	91
211.189.163.250	06/Nov/2019:00:47:00	GET	/2017/07/10/shell-script-basic-3/	200	4850
211.189.163.250	06/Nov/2019:00:47:00	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
211.189.163.250	06/Nov/2019:00:47:00	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
211.189.163.250	06/Nov/2019:00:47:00	GET	/assets/js/index.js?v=6ea3fea03b	200	651
211.189.163.250	06/Nov/2019:00:47:00	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
210.94.41.89	06/Nov/2019:00:48:08	GET	/2019/03/19/revert-commits-in-remote-repository/	200	6401
210.94.41.89	06/Nov/2019:00:48:09	GET	/favicon.ico	200	1086
210.94.41.89	06/Nov/2019:00:48:10	GET	/2019/03/19/revert-commits-in-remote-repository/	200	6401
210.94.41.89	06/Nov/2019:00:48:10	GET	/assets/js/index.js?v=6ea3fea03b	200	651
210.94.41.89	06/Nov/2019:00:48:10	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
66.249.75.42	06/Nov/2019:00:50:03	GET	/2018/07/31/test-in-multiple-environments-using-pyenv-and-tox/amp/	200	7486
222.108.25.252	06/Nov/2019:00:50:12	GET	/2016/11/22/limit-pagination-page-numbers-range/	200	5390
218.144.174.170	06/Nov/2019:00:50:36	GET	/2019/07/15/java-heap-dump-analysis/	200	5556
218.144.174.170	06/Nov/2019:00:50:36	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
218.144.174.170	06/Nov/2019:00:50:36	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
218.144.174.170	06/Nov/2019:00:50:36	GET	/assets/js/index.js?v=6ea3fea03b	200	651
218.144.174.170	06/Nov/2019:00:50:36	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
44.225.84.206	06/Nov/2019:00:50:38	GET	http://example.com/	301	184
44.225.84.206	06/Nov/2019:00:50:38	GET	http://169.254.169.254/	301	184
218.144.174.170	06/Nov/2019:00:50:38	GET	/favicon.ico	200	91
44.225.84.206	06/Nov/2019:00:50:38	GET	http://::ffff:a9fe:a9fe/	301	184
44.225.84.206	06/Nov/2019:00:50:39	GET	http://169.254.169.254/latest/dynamic/instance-identity/document	301	184
44.225.84.206	06/Nov/2019:00:50:39	GET	http://::ffff:a9fe:a9fe/latest/dynamic/instance-identity/document	301	184
44.225.84.206	06/Nov/2019:00:50:39	GET	/	301	184
44.225.84.206	06/Nov/2019:00:50:40	GET	/	301	184
44.225.84.206	06/Nov/2019:00:50:40	GET	/	301	184
44.225.84.206	06/Nov/2019:00:50:40	GET	/latest/dynamic/instance-identity/document	301	184
44.225.84.206	06/Nov/2019:00:50:40	GET	/latest/dynamic/instance-identity/document	301	184
44.225.84.206	06/Nov/2019:00:50:41	CONNECT	52.78.151.36:80	400	172
44.225.84.206	06/Nov/2019:00:50:41	CONNECT	52.78.151.36:80	400	172
44.225.84.206	06/Nov/2019:00:50:41	CONNECT	52.78.151.36:80	400	172
44.225.84.206	06/Nov/2019:00:50:41	CONNECT	52.78.151.36:80	400	172
44.225.84.206	06/Nov/2019:00:50:42	CONNECT	52.78.151.36:80	400	172
44.225.84.206	06/Nov/2019:00:50:42	\x16\x03\x01\x00\xD2\x01\x00\x00\xCE\x03\x03\xD81^j\xE9\xB6\x08\x19\x84)\xFAu\xBE\x91GCf	Ejl\x94\xA9c_y\xB3v\xFF\xF7,\x06\x00\x00b\xC00\xC0,\xC0/\xC0+\x00\x9F\x00\x9E\xC02\xC0.\xC01\xC0-\x00\xA5\x00\xA1\x00\xA4\x00\xA0\xC0(\xC0$\xC0\x14\xC0	172	-
44.225.84.206	06/Nov/2019:00:50:42	\x16\x03\x01\x00\xD2\x01\x00\x00\xCE\x03\x03y\x1D\xD1K\x95\x00\x90hj\xAF;?\xCD\x9E\xCDb\xF35\xEF\xD3\x1Fv\x9C\x05\xBB\xF0w\xDEG\xED\xC6\xFF\x00\x00b\xC00\xC0,\xC0/\xC0+\x00\x9F\x00\x9E\xC02\xC0.\xC01\xC0-\x00\xA5\x00\xA1\x00\xA4\x00\xA0\xC0(\xC0$\xC0\x14\xC0	400	-	-
44.225.84.206	06/Nov/2019:00:50:42	\x16\x03\x01\x00\xD2\x01\x00\x00\xCE\x03\x03\x984\x98Q)\xC4\xE7\xE6	400	-	-
44.225.84.206	06/Nov/2019:00:50:43	\x16\x03\x01\x00\xD2\x01\x00\x00\xCE\x03\x03\xCD\xA0\xE4\xE5\x0F	\x93\x95\xACT\xE6\xD6d\x18XcMV\xCE\xFA;\xFALr,\x9B\x9D\x22\x15\x01%\x00\x00b\xC00\xC0,\xC0/\xC0+\x00\x9F\x00\x9E\xC02\xC0.\xC01\xC0-\x00\xA5\x00\xA1\x00\xA4\x00\xA0\xC0(\xC0$\xC0\x14\xC0	172	-
44.225.84.206	06/Nov/2019:00:50:43	\x16\x03\x01\x00\xD2\x01\x00\x00\xCE\x03\x03\xFC\x0EU\xF9\x13\xCE#\xC8\x1C\xD6E\x22\xFD\xAF\x95)\x09\x18;\xCD\xA9\xABP\xDA\xC4\x9E\xEF\xAB+\xDB\xC2\xA9\x00\x00b\xC00\xC0,\xC0/\xC0+\x00\x9F\x00\x9E\xC02\xC0.\xC01\xC0-\x00\xA5\x00\xA1\x00\xA4\x00\xA0\xC0(\xC0$\xC0\x14\xC0	400	-	-
58.87.61.203	06/Nov/2019:00:51:33	GET	/2019/03/19/revert-commits-in-remote-repository/	200	6401
58.87.61.203	06/Nov/2019:00:51:33	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
58.87.61.203	06/Nov/2019:00:51:33	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
58.87.61.203	06/Nov/2019:00:51:33	GET	/assets/js/index.js?v=6ea3fea03b	200	651
58.87.61.203	06/Nov/2019:00:51:33	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
58.87.61.203	06/Nov/2019:00:51:35	GET	/favicon.ico	200	91
211.204.15.57	06/Nov/2019:00:52:29	GET	/2017/07/09/linux-command-4-cut-sort-uniq-wc/	200	5374
211.204.15.57	06/Nov/2019:00:52:29	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
211.204.15.57	06/Nov/2019:00:52:29	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
211.204.15.57	06/Nov/2019:00:52:29	GET	/assets/js/index.js?v=6ea3fea03b	200	651
211.204.15.57	06/Nov/2019:00:52:30	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
211.204.15.57	06/Nov/2019:00:52:31	GET	/favicon.ico	200	91
166.125.251.10	06/Nov/2019:00:52:33	GET	/2017/07/10/shell-script-basic-1/	200	4527
203.244.212.28	06/Nov/2019:00:52:35	GET	/2016/12/12/sort-korean-in-postgresql/	200	5625
203.244.212.28	06/Nov/2019:00:52:35	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
203.244.212.28	06/Nov/2019:00:52:35	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
203.244.212.28	06/Nov/2019:00:52:35	GET	/assets/js/index.js?v=6ea3fea03b	200	651
203.244.212.28	06/Nov/2019:00:52:36	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
203.244.212.28	06/Nov/2019:00:52:39	GET	/favicon.ico	200	91
1.246.80.132	06/Nov/2019:00:52:46	GET	/2019/03/19/revert-commits-in-remote-repository/	200	6401
1.246.80.132	06/Nov/2019:00:52:46	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
1.246.80.132	06/Nov/2019:00:52:46	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
1.246.80.132	06/Nov/2019:00:52:46	GET	/assets/js/index.js?v=6ea3fea03b	200	651
1.246.80.132	06/Nov/2019:00:52:46	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
166.125.251.10	06/Nov/2019:00:52:47	GET	/2017/07/10/shell-script-basic-2/	200	4628
1.246.80.132	06/Nov/2019:00:52:47	GET	/favicon.ico	200	91
166.125.251.10	06/Nov/2019:00:52:52	GET	/2017/07/10/shell-script-basic-3/	200	4850
211.174.55.156	06/Nov/2019:00:53:23	GET	/2018/05/07/git-rebase-i-option/	200	6237
211.174.55.156	06/Nov/2019:00:53:23	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
211.174.55.156	06/Nov/2019:00:53:23	GET	/assets/js/jquery.fitvids.js?v=6ea3fea03b	200	1198
211.174.55.156	06/Nov/2019:00:53:23	GET	/assets/js/index.js?v=6ea3fea03b	200	651
211.174.55.156	06/Nov/2019:00:53:23	GET	/assets/fonts/casper-icons.woff?v=1	200	2580
211.174.55.156	06/Nov/2019:00:53:24	GET	/favicon.ico	200	91
203.244.212.28	06/Nov/2019:00:53:47	GET	/2016/12/12/sort-korean-in-postgresql/	200	19684
183.98.233.92	06/Nov/2019:00:54:04	GET	/2018/11/30/mysql-transaction-isolation-levels/	304	0
203.244.212.28	06/Nov/2019:00:54:06	GET	/2016/12/12/sort-korean-in-postgresql/	200	5625
203.244.212.28	06/Nov/2019:00:54:06	GET	/assets/css/screen.css?v=6ea3fea03b	200	9999
